Price,Close,High,Low,Open,Volume
Ticker,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS
Date,,,,,
2022-10-14,30524.44921875,31042.05078125,30491.5,30979.80078125,0
2022-10-17,30572.650390625,30611.69921875,30176.25,30435.0,0
2022-10-18,30908.0,30931.400390625,30663.599609375,30791.900390625,0
2022-10-19,30984.44921875,31085.900390625,30901.94921875,31000.75,0
2022-10-20,30901.349609375,30937.150390625,30632.099609375,30828.80078125,0
2022-10-21,30691.849609375,31091.650390625,30602.150390625,30983.75,0
2022-10-24,30845.19921875,31024.650390625,30812.599609375,31024.30078125,0
2022-10-25,30982.69921875,31065.900390625,30674.849609375,30897.849609375,0
2022-10-27,31172.349609375,31218.5,31022.94921875,31089.400390625,0
2022-10-28,31003.25,31267.75,30927.19921875,31238.349609375,0
2022-10-31,31432.30078125,31454.900390625,31142.400390625,31144.900390625,0
2022-11-01,31705.5,31741.80078125,31510.75,31536.94921875,0
2022-11-02,31680.0,31828.30078125,31623.900390625,31725.150390625,0
2022-11-03,31786.849609375,31828.75,31524.650390625,31547.900390625,0
2022-11-04,31707.900390625,31913.599609375,31649.150390625,31838.400390625,0
2022-11-07,31963.599609375,31990.25,31789.599609375,31872.099609375,0
2022-11-09,31726.30078125,32081.55078125,31672.400390625,32075.650390625,0
2022-11-10,31358.650390625,31666.349609375,31238.650390625,31638.30078125,0
2022-11-11,31381.69921875,31830.0,31322.19921875,31722.44921875,0
2022-11-14,31399.150390625,31475.900390625,31190.55078125,31384.55078125,0
2022-11-15,31403.55078125,31483.650390625,31321.349609375,31424.05078125,0
2022-11-16,31197.900390625,31524.55078125,31073.80078125,31454.099609375,0
2022-11-17,31072.0,31184.099609375,30997.349609375,31165.150390625,0
2022-11-18,30916.69921875,31196.55078125,30750.69921875,31162.80078125,0
2022-11-21,30901.5,30976.69921875,30792.94921875,30909.849609375,0
2022-11-22,31070.0,31093.849609375,30932.349609375,30969.150390625,0
2022-11-23,31150.650390625,31234.75,31103.75,31171.0,0
2022-11-24,31289.25,31311.69921875,31192.55078125,31267.94921875,0
2022-11-25,31587.650390625,31625.30078125,31356.349609375,31368.150390625,0
2022-11-28,31818.900390625,31850.150390625,31582.55078125,31600.400390625,0
2022-11-29,31677.30078125,31889.599609375,31632.80078125,31832.849609375,0
2022-11-30,32037.900390625,32120.400390625,31716.05078125,31722.80078125,0
2022-12-01,32283.849609375,32325.75,32083.900390625,32201.849609375,0
2022-12-02,32566.849609375,32590.44921875,32288.599609375,32311.400390625,0
2022-12-05,32646.94921875,32685.44921875,32465.349609375,32684.099609375,0
2022-12-06,32495.25,32647.0,32432.0,32585.69921875,0
2022-12-07,32308.30078125,32591.900390625,32264.80078125,32548.099609375,0
2022-12-08,32503.94921875,32526.05078125,32294.80078125,32390.25,0
2022-12-09,32374.5,32761.94921875,32093.349609375,32662.19921875,0
2022-12-12,32490.94921875,32514.650390625,32100.849609375,32386.69921875,0
2022-12-13,32667.30078125,32685.44921875,32495.150390625,32595.5,0
2022-12-14,32863.19921875,32937.1484375,32734.80078125,32794.3515625,0
2022-12-15,32530.75,32939.30078125,32450.94921875,32864.30078125,0
2022-12-16,32010.099609375,32492.19921875,31924.099609375,32391.5,0
2022-12-19,32186.849609375,32207.94921875,31843.25,32066.5,0
2022-12-20,32117.0,32191.400390625,31804.80078125,32127.099609375,0
2022-12-21,31610.30078125,32387.25,31518.55078125,32236.099609375,0
2022-12-22,31336.650390625,31856.849609375,31093.150390625,31764.80078125,0
2022-12-23,30157.650390625,31103.849609375,30101.19921875,31027.0,0
2022-12-27,31283.75,31360.5,31006.099609375,31193.900390625,0
2022-12-28,31325.55078125,31406.349609375,31089.69921875,31275.94921875,0
2022-12-29,31350.900390625,31426.650390625,30965.80078125,31210.099609375,0
2022-12-30,31509.099609375,31679.44921875,31454.849609375,31553.900390625,0
2023-01-02,31786.44921875,31811.349609375,31498.05078125,31630.599609375,0
2023-01-03,31860.349609375,31951.650390625,31757.150390625,31850.80078125,0
2023-01-04,31503.099609375,31947.5,31399.94921875,31898.25,0
2023-01-05,31661.5,31693.5,31395.75,31615.400390625,0
2023-01-06,31420.19921875,31735.94921875,31305.80078125,31702.80078125,0
2023-01-09,31716.650390625,31760.44921875,31533.849609375,31653.349609375,0
2023-01-10,31559.30078125,31771.0,31383.69921875,31771.0,0
2023-01-11,31457.19921875,31668.55078125,31404.650390625,31633.55078125,0
2023-01-12,31360.099609375,31566.5,31236.69921875,31566.19921875,0
2023-01-13,31328.349609375,31428.25,31144.900390625,31427.25,0
2023-01-16,31253.05078125,31522.099609375,31218.75,31404.25,0
2023-01-17,31217.599609375,31321.05078125,31002.5,31310.5,0
2023-01-18,31379.30078125,31408.5,31190.25,31283.80078125,0
2023-01-19,31344.599609375,31388.30078125,31221.0,31301.69921875,0
2023-01-20,31099.80078125,31387.69921875,31064.150390625,31359.30078125,0
2023-01-23,31273.80078125,31297.80078125,31029.55078125,31138.05078125,0
2023-01-24,31151.849609375,31370.25,31107.69921875,31328.25,0
2023-01-25,30694.30078125,31117.599609375,30614.599609375,31117.599609375,0
2023-01-27,30241.900390625,30782.5,29895.349609375,30749.75,0
2023-01-30,30185.849609375,30494.349609375,29960.80078125,30223.400390625,0
2023-01-31,30676.44921875,30736.099609375,30111.0,30275.599609375,0
2023-02-01,30386.650390625,31179.75,29869.150390625,30934.30078125,0
2023-02-02,30433.0,30587.849609375,30149.44921875,30274.599609375,0
2023-02-03,30378.099609375,30566.75,29926.849609375,30511.05078125,0
2023-02-06,30670.650390625,30704.349609375,30336.900390625,30375.5,0
2023-02-07,30663.80078125,30760.150390625,30502.80078125,30718.55078125,0
2023-02-08,30944.0,30982.650390625,30629.849609375,30722.55078125,0
2023-02-09,30956.650390625,31036.650390625,30846.75,31016.25,0
2023-02-10,31029.44921875,31093.0,30806.650390625,30874.94921875,0
2023-02-13,30565.349609375,31008.900390625,30521.75,30973.150390625,0
2023-02-14,30481.80078125,30655.44921875,30321.900390625,30591.5,0
2023-02-15,30671.0,30705.349609375,30405.25,30427.5,0
2023-02-16,30886.5,30981.400390625,30736.19921875,30800.849609375,0
2023-02-17,30642.05078125,30863.150390625,30591.80078125,30803.94921875,0
2023-02-20,30666.900390625,30826.400390625,30491.599609375,30715.0,0
2023-02-21,30556.80078125,30788.25,30519.05078125,30743.25,0
2023-02-22,30211.0,30517.55078125,30124.349609375,30452.94921875,0
2023-02-23,30165.650390625,30257.599609375,29883.5,30226.099609375,0
2023-02-24,30103.400390625,30373.650390625,30060.80078125,30257.900390625,0
2023-02-27,29894.900390625,30081.849609375,29631.099609375,30078.349609375,0
2023-02-28,30117.30078125,30166.25,29875.55078125,29960.5,0
2023-03-01,30584.099609375,30613.94921875,30176.75,30182.900390625,0
2023-03-02,30486.75,30621.099609375,30455.849609375,30605.94921875,0
2023-03-03,30697.650390625,30768.599609375,30600.75,30644.349609375,0
2023-03-06,30960.05078125,31093.94921875,30825.75,30840.44921875,0
2023-03-08,31119.25,31150.650390625,30774.75,30839.849609375,0
2023-03-09,30948.650390625,31258.849609375,30901.650390625,31197.05078125,0
2023-03-10,30717.44921875,30753.900390625,30463.150390625,30753.5,0
2023-03-13,30106.849609375,30742.30078125,30023.849609375,30630.69921875,0
2023-03-14,29949.349609375,30165.5,29808.80078125,30132.849609375,0
2023-03-15,29971.25,30248.25,29919.94921875,30170.150390625,0
2023-03-16,29997.5,30092.349609375,29598.69921875,29907.0,0
2023-03-17,30092.25,30284.599609375,29983.099609375,30204.349609375,0
2023-03-20,29782.55078125,30139.349609375,29543.150390625,30078.900390625,0
2023-03-21,29958.150390625,29995.599609375,29797.55078125,29897.849609375,0
2023-03-22,30040.599609375,30160.599609375,30011.25,30072.25,0
2023-03-23,29916.69921875,30071.599609375,29884.150390625,29992.849609375,0
2023-03-24,29565.44921875,29944.75,29504.400390625,29915.94921875,0
2023-03-27,29426.599609375,29634.650390625,29386.05078125,29578.19921875,0
2023-03-28,29324.75,29516.80078125,29200.19921875,29483.94921875,0
2023-03-29,29775.55078125,29833.599609375,29291.099609375,29291.099609375,0
2023-03-31,30035.150390625,30144.150390625,29907.05078125,29914.349609375,0
2023-04-03,30166.75,30200.099609375,30049.05078125,30199.0,0
2023-04-05,30160.150390625,30197.0,30074.25,30189.05078125,0
2023-04-06,30353.80078125,30397.599609375,30058.05078125,30152.80078125,0
2023-04-10,30470.099609375,30505.900390625,30328.75,30455.849609375,0
2023-04-11,30623.5,30696.099609375,30501.400390625,30553.44921875,0
2023-04-12,30824.05078125,30838.900390625,30659.55078125,30691.349609375,0
2023-04-13,30884.650390625,30977.05078125,30745.05078125,30895.30078125,0
2023-04-17,31006.5,31023.75,30682.75,30812.80078125,0
