Price,Close,High,Low,Open,Volume
Ticker,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS,NIFTY_MIDCAP_100.NS
Date,,,,,
2023-04-18,31240.75,31271.30078125,31036.599609375,31084.0,0
2023-04-19,31211.25,31361.400390625,31173.900390625,31307.099609375,0
2023-04-20,31219.55078125,31316.55078125,31197.0,31271.69921875,0
2023-04-21,31087.349609375,31276.0,30954.900390625,31274.349609375,0
2023-04-24,31210.0,31228.75,30999.150390625,31113.69921875,0
2023-04-25,31180.599609375,31279.099609375,31140.0,31228.5,0
2023-04-26,31228.849609375,31250.349609375,31028.55078125,31150.150390625,0
2023-04-27,31404.19921875,31433.400390625,31242.25,31254.349609375,0
2023-04-28,31794.75,31816.30078125,31452.849609375,31477.75,0
2023-05-02,32101.80078125,32171.80078125,31926.849609375,31948.849609375,0
2023-05-03,32186.19921875,32257.80078125,31982.19921875,32053.25,0
2023-05-04,32374.349609375,32399.349609375,32227.69921875,32243.80078125,0
2023-05-05,32148.849609375,32455.25,32110.5,32393.099609375,0
2023-05-08,32476.099609375,32500.849609375,32233.5,32259.650390625,0
2023-05-09,32488.5,32739.55078125,32437.75,32571.900390625,0
2023-05-10,32505.349609375,32578.400390625,32276.94921875,32578.099609375,0
2023-05-11,32601.30078125,32694.19921875,32541.05078125,32625.55078125,0
2023-05-12,32468.44921875,32646.599609375,32417.30078125,32646.599609375,0
2023-05-15,32709.400390625,32779.5,32421.69921875,32493.0,0
2023-05-16,32792.8515625,33044.80078125,32766.849609375,32830.8515625,0
2023-05-17,32762.75,32868.05078125,32529.44921875,32821.1015625,0
2023-05-18,32570.55078125,32934.19921875,32520.25,32904.0,0
2023-05-19,32550.349609375,32616.25,32232.400390625,32615.25,0
2023-05-22,32756.400390625,32776.3515625,32450.55078125,32530.05078125,0
2023-05-23,32961.8984375,33000.80078125,32830.8984375,32873.1015625,0
2023-05-24,33031.3515625,33136.69921875,32865.3984375,32975.0,0
2023-05-25,33157.1015625,33188.3984375,32972.3984375,33018.69921875,0
2023-05-26,33425.1015625,33454.75,33180.0,33199.80078125,0
2023-05-29,33551.0,33613.6484375,33427.1015625,33574.25,0
2023-05-30,33635.30078125,33695.44921875,33541.44921875,33598.1015625,0
2023-05-31,33761.30078125,33814.69921875,33540.94921875,33616.30078125,0
2023-06-01,33812.3984375,33961.94921875,33774.8515625,33788.25,0
2023-06-02,33966.80078125,34006.55078125,33891.5,33926.80078125,0
2023-06-05,34015.19921875,34170.3515625,33984.25,34113.19921875,0
2023-06-06,34035.8984375,34065.5,33830.0,34041.55078125,0
2023-06-07,34390.1015625,34417.94921875,34150.3984375,34168.6015625,0
2023-06-08,34200.3984375,34534.69921875,34157.69921875,34502.1484375,0
2023-06-09,34153.05078125,34355.80078125,34114.1015625,34298.6484375,0
2023-06-12,34342.30078125,34372.30078125,34090.94921875,34255.19921875,0
2023-06-13,34761.0,34781.19921875,34428.30078125,34431.94921875,0
2023-06-14,34833.30078125,34870.19921875,34737.25,34864.55078125,0
2023-06-15,34907.0,35029.80078125,34790.44921875,34883.0,0
2023-06-16,35144.30078125,35198.05078125,34995.80078125,35026.69921875,0
2023-06-19,35158.05078125,35396.8515625,35122.8984375,35282.05078125,0
2023-06-20,35329.19921875,35355.55078125,35062.94921875,35195.0,0
2023-06-21,35614.3984375,35744.6484375,35517.8984375,35565.25,0
2023-06-22,35235.25,35693.3984375,35130.75,35682.6484375,0
2023-06-23,34799.8984375,35223.6015625,34767.30078125,35217.30078125,0
2023-06-26,35120.44921875,35157.25,34659.75,34786.75,0
2023-06-27,35296.94921875,35377.94921875,35191.94921875,35240.5,0
2023-06-28,35520.94921875,35578.55078125,35369.3515625,35463.8984375,0
2023-06-30,35754.3515625,35782.25,35612.19921875,35644.75,0
2023-07-03,35843.5,35980.80078125,35790.8515625,35945.3984375,0
2023-07-04,35771.80078125,35978.5,35699.55078125,35972.80078125,0
2023-07-05,36024.6484375,36054.75,35786.8984375,35841.55078125,0
2023-07-06,36373.1015625,36379.8984375,36043.69921875,36084.69921875,0
2023-07-07,36076.80078125,36403.6015625,35953.05078125,36354.6015625,0
2023-07-10,35938.05078125,36190.25,35831.80078125,36183.30078125,0
2023-07-11,36252.8984375,36344.1015625,36028.30078125,36057.44921875,0
2023-07-12,36408.1484375,36458.6484375,36261.8984375,36354.80078125,0
2023-07-13,36114.3515625,36546.80078125,36005.25,36542.55078125,0
2023-07-14,36528.94921875,36549.55078125,36192.69921875,36281.44921875,0
2023-07-17,36641.25,36766.5,36589.3515625,36651.3984375,0
2023-07-18,36591.3984375,36747.30078125,36409.8515625,36730.8984375,0
2023-07-19,36839.0,36860.19921875,36623.19921875,36689.6484375,0
2023-07-20,36931.69921875,36966.0,36863.6015625,36919.25,0
2023-07-21,36799.5,36886.19921875,36752.05078125,36809.05078125,0
2023-07-24,36742.6015625,36940.8515625,36705.69921875,36879.3515625,0
2023-07-25,36887.6484375,36944.8515625,36655.25,36929.6484375,0
2023-07-26,37050.1015625,37117.8984375,36940.94921875,37017.1015625,0
2023-07-27,37151.6015625,37297.0,37025.3984375,37227.3984375,0
2023-07-28,37357.1484375,37378.05078125,37135.94921875,37234.1015625,0
2023-07-31,37721.3515625,37757.1484375,37352.6484375,37432.0,0
2023-08-01,37733.44921875,37884.44921875,37666.8984375,37853.6484375,0
2023-08-02,37232.69921875,37707.44921875,36874.0,37697.3515625,0
2023-08-03,37326.1484375,37408.0,37100.8515625,37206.69921875,0
2023-08-04,37630.6015625,37715.05078125,37419.75,37509.25,0
2023-08-07,37824.1484375,37847.94921875,37615.8515625,37723.69921875,0
2023-08-08,37912.5,37984.05078125,37578.75,37950.6015625,0
